TICKER,RSI,STOCH,SHARPE,TREYNOR,P/VL
MSDA,32.09,89.98,1.61,24.54,2.38
MSEX,53.02,89.95,0.12,37.45,3.74
MSFT,80.51,28.61,1.32,65.91,2.37
MSGE,19.76,28.86,0,12.95,0.12
MSGM,18.43,77.88,1.08,92.1,1.36
MSGN,45.15,38.17,0.33,43.12,3
MSGS,83.7,40.9,0.24,63.39,3.88
MSI,63.99,21.99,0.73,42.33,1.41
MSM,19.36,78.83,1.91,59.4,0.76
MSN,67.77,95.44,1.62,52.16,0.06
MSON,62.56,65.82,0.86,10.25,1.8
MSP,92.15,78.38,1.03,72.15,2.83
MSRT,36.01,50.28,0.08,59.38,1.2
MSTR,52.55,11.32,0.84,85.08,2.6
MSVB,26.69,13.65,0.76,99.8,1.06
MT,58.1,28.57,1.65,37.1,2.48
MTA,18.13,62.35,1.33,10.82,2.49
MTAC,35.89,10.04,1.41,77.95,2.86
MTB,19.06,81.49,1.1,77.46,3.26
MTBC,49.1,48.18,0.39,87.37,1.68
MTC,87.29,17.66,1.32,33.5,0.63
MTCH,46.12,49.16,1.04,68.84,0.89
MTCR,85.33,99.33,1.85,14.62,1.74
MTD,62.47,10.35,0.03,52.45,2
MTDR,20.83,76.08,1.99,29.58,3.15
MTEM,70.17,24.03,0.36,46.18,1.72
MTEX,83.71,91.33,1.62,51.98,2.9
MTG,47.02,51.18,1.35,77.82,0.04
MTH,25.57,83.83,1.7,11,2.24
MTL,52.98,61.45,1.15,24.11,1.05
MTLS,93.06,23.19,1.07,21.14,2.55
MTN,70.43,82.74,0.26,45.28,1
MTNB,56.72,82.42,1.56,27.63,3.24
MTOR,29.18,78.95,1.1,48.58,0.51
MTP,41.31,95.48,0.79,48.92,1.65
MTR,29.91,91.43,0.43,46.86,3.98
MTRN,55.22,96.89,0.74,62.1,1.65
MTRX,22.71,60.4,1.29,17.71,1.08
MTSI,50.46,99.52,0.28,54.61,0.48
MTSL,92.69,14,0.54,24.71,2.68
MTW,66.72,33.37,1.12,43.71,2.46
MTX,18.06,20.74,1.91,23.04,3.53
MTZ,67.67,21.08,1.61,62.33,1.93
MU,78.81,40.37,0.72,94.94,2.56
MUDS,18.52,34.15,1.07,66.15,0.17
MUFG,38.17,63.29,1.8,46.59,2.42
MULG,26.46,28.98,1.3,64.71,1.52
MUR,66.86,87.64,0,52.76,1.95
MUSA,36.07,78.75,0.15,54.33,3.25
MUX,75.6,60.76,1.87,37.65,1.98
MVBF,81.99,34.33,1.99,41.64,2.87
MVEN,51.4,31.33,1.75,46.73,3.93
MVIS,33.44,51.23,0,60.09,2.39
MVNR,46.85,98.37,0.44,83.82,3.46
MWA,46.55,42.62,0,63.83,3.96
MX,58.69,72.39,0.51,39.36,1.75
MXC,42.22,20.21,1.54,89.69,1.47
MXIM,90.98,43.98,1.15,21.45,3.96
MXL,98.46,76.12,1.2,54.2,3.83
MYE,11.22,22.55,1.53,47.03,0.58
MYFW,89.13,47.97,0.28,15.87,0
MYGN,26.34,51.51,0.12,74.61,3.47
MYMD,38.44,48.47,1.79,93.26,2.07
MYO,53.56,15.14,1.55,66.87,2.09
MYOV,12.49,48.45,1.28,33.36,2.84
MYRG,76.1,33.52,0.41,23.43,3.66
MYSZ,42.94,56,0.76,41.24,0.9
MYT,25.85,49.01,1.36,40,2.76
MYTE,77.33,12.29,0.36,77.28,1.17
NAAC,60.45,19.47,0.25,59.7,0.94
NABZY,67.51,69.74,0.9,83.7,1.04
NAII,19.43,87.1,0.17,61.43,0.04
NAK,32.19,37.9,0.05,55.6,0.77
NAKD,82.51,52.09,0.17,53.62,2.39
NANX,85.04,32.87,1.63,70.71,3.4
NAOV,47.73,13.02,0.76,93.42,2.99
NAPA,78.04,58.81,0.39,41.51,0.41
NARI,58.79,22.46,1.93,65.59,2.18
NASB,85.28,30.28,0.46,80.46,1.23
NAT,98.3,99.85,0.98,19.24,0.31
NATH,60.64,11.78,0.78,29.02,3.17
NATI,51.07,44.92,0.42,16.24,0.75
NATR,93.39,83.7,1.79,70.35,1.47
NAUH,93.16,56.87,0.96,15.43,2.38
NAV,81.31,57.75,1.59,99.57,2.63
NAVB,42.56,90.1,0.65,93.58,2.5
NAVI,12.94,45.28,1.89,88.24,3.56
NBA,17.95,68.03,0.5,94.87,3.97
NBAB,62.84,40.81,1.78,35.55,3.69
NBAD,19.49,83.59,0,30.39,0.19
NBEV,91.82,54.07,1.85,84.28,2.5
NBHC,87.11,79.71,0.79,51.41,1.01
NBIO,78.18,55.21,1.01,27.4,1.34
NBIX,87.67,86.16,1.79,39.31,3.43
NBN,11.69,49.07,0.11,40.54,1.76
NBR,18.82,25.4,1.73,35.41,3.83
NBRV,40.91,67.84,1.27,36.93,3.28
NBSE,24.3,66.57,1.2,65.39,1.49
NBST,69.77,93.28,1.47,28.34,3.75
NBTB,96.5,61.03,0.28,85.03,3.66
NBTX,57.01,38.1,1.84,91.39,0.99
NBY,60.36,14.88,1.84,83.77,0.04
NC,73.46,44.98,0.37,17.16,2.13
NCAC,27.91,45.07,0.56,35.39,3.37
NCBS,17.69,96.64,1.13,83.07,4
NCLH,98.74,94.02,1.79,16.14,3.88
NCMI,41.13,89.12,1.41,42.48,3.1
NCNA,74.28,58.52,1.79,65.01,3.91
NCNO,31.35,77.8,0.69,58.11,0.87
NCR,40.82,29.15,1.51,29.44,2.81
NCSM,34.87,37,1.84,72.93,1.31
NCTY,43.52,53.37,1.89,52.74,0.47
NDAC,28.03,90.54,0.51,24.63,2.72
NDAQ,41.37,40.76,0.6,96.78,3.29
NDLS,39.63,82.15,0.27,19.5,2.76
NDRA,50.42,62.13,1.97,41.81,1.11
NDSN,43.05,84,0.18,75.37,2.88
NEBC,64.92,12.33,1.35,84.24,2.09
NEE,61.55,79.17,0.85,72.73,2.81
NEM,57.42,96.05,1.23,89.74,1.04
NEN,56.03,52.77,1.44,33.29,0.9
NEO,21.02,41.3,1.52,22.62,0.23
NEOG,84.22,15.75,0.31,87.67,0.24
NEON,92.44,50.3,0.29,65.92,0.5
NEP,57.51,52.07,1.29,65.45,2.1
NEPH,31.6,80.51,0.65,38.71,3.8
NEPT,85.44,88.4,0.64,73.87,1.88
NERV,24.36,87.17,1.92,88.6,2.61
NES,24.49,74.28,1.65,14.36,1.62
NESR,13.31,76.72,0.01,50.66,2.05
NET,53.83,28.21,1.99,61.3,2.87
NETE,36.62,87.07,1.25,38.01,0.61
NETI,90.88,84.95,0.73,80.08,0.54
NEU,21.33,77.36,0.92,25.97,0.73
NEW,48.66,74.92,1.44,78.6,3.06
NEWA,69.64,84.35,1.67,72.5,2.29
NEWH,61.81,24.33,1.52,27.41,1.97
NEWR,54.99,67.65,0.3,26.77,1.74
NEWT,67.65,83.68,0.9,65.18,0.97
NEX,78.49,55.39,0.61,88.37,2.61
NEXA,89.29,41.85,1.81,43.7,2.91
NEXI,36.17,11.59,0.71,48.21,0.81
NEXT,87.7,72.35,1.19,41.14,2.94
NFBK,61.93,52.51,0.5,52.58,2.31
NFE,89.15,33.12,1.02,83.77,0.23
NFG,75.87,26.12,1.07,69.89,2.85
NFH,82.44,67.34,0.53,90.58,2.26
NFLX,50.07,62.99,1.93,37.39,1.82
NG,81.08,72.3,0.32,57.08,1.1
NGAB,16.45,11.64,0.38,33.27,3.13
NGAC,37.92,90.24,0.9,71.29,0.44
NGC,38.22,35.59,1.78,61.37,3.2
NGCA,30.17,13.46,1.12,64.31,3.72
NGD,20,58.81,0.05,95.77,3.26
NGG,95.81,43.96,1.45,53.5,1.61
NGL,31.61,85.92,1.89,24.58,0.69
NGM,38.21,25.29,0.48,71.05,2.06
NGMS,32.06,10.84,1.22,28.06,0.58
NGS,95.7,18.08,1,13.44,0.05
NGVC,69.77,23.78,1.4,88.44,1.42
NGVT,81.17,61.54,0.96,57.95,0.98
NH,86.96,68.46,1.77,91.68,3.86
NHC,89.93,79.44,1.09,75.93,3.55
NHI,24.47,13.1,1.66,37.82,0.22
NHIC,69.22,50.05,1.83,25.86,3.51
NHLD,50.12,90.82,0.77,94.2,3.44
NHTC,53.92,70.88,1.06,12.57,1.53
NI,69.9,34.7,1.76,95.19,0.55
NICE,57.58,70.31,1.61,61.1,3.32
NICK,31.55,40.67,0.94,19.24,3.7
NINE,80.41,55.79,1.14,57.84,0.23
NIO,23.91,59.22,1.77,34.43,2.35
NIOBF,83.21,65.03,0.88,31.41,2.77
NISN,94.6,15.67,1.04,63.48,0.31
NIU,54.03,10.32,1.17,60.01,1.69
NJR,25.56,68.9,0.38,24.6,0.35
NKE,99.15,89.31,1,49.92,3.23
NKLA,12.65,74.25,0.19,60.18,3.23
NKSH,21.86,62.46,0.21,17.53,2.77
NKTR,70.39,31.62,1.51,19.11,2.06
NKTX,79.93,76.84,0.23,80.82,1.38
NL,53.04,46.19,0.35,54.62,3.01
NLBS,86.39,93.47,0.82,34.04,3.61
NLOK,17.54,22.82,0.45,77.58,0.27
NLS,17.58,91.77,1.9,87.11,3.38
NLSN,68.1,62.32,0.02,72.8,1.7
NLSP,22.79,29.04,0.97,81.36,3.31
NLST,13.58,84.16,0.22,85.79,1.95
NLTX,90.76,22.51,0.79,65.03,0.57
NLY,92.09,75.51,0.73,82.22,2.89
NM,37.55,87.39,0.38,42.28,0.76
NMFC,68.82,23.84,0.23,80.13,3.17
NMGX,13.53,59.04,0.28,59.31,0.34
NMIH,14.59,55.47,1.61,85.33,1.2
NMM,92.83,31.15,1.62,19.31,2.1
NMMC,99.91,13.51,1.21,50.97,2.43
NMR,89.84,85.55,1.48,13.96,1.17
NMRD,22.77,38.64,1.21,95.8,2.33
NMRK,85.28,67.13,0.38,54.32,3.02
NMTR,48.31,15.86,0.25,32.57,0.4
NNA,49.07,34.02,1.93,40.53,0.71
NNBR,88.65,43.91,1.46,13.4,2.09
NNDM,12.78,39.14,0.35,26.99,0.47
NNI,34.13,59.58,0.95,75.23,3.76
NNN,27.31,94.9,0.38,12.98,1.88
NNOX,11.58,44.79,0.26,66.93,2.36
NNVC,62.8,31.3,0.95,48.59,1.78
NOA,70.65,44.21,0.76,69.18,0.65
NOAC,47.93,89.74,1.51,27.79,2.01
NOAH,43.29,38.79,1.36,34.36,0.28
NOC,12.78,98.88,0.64,93.82,1.32
NODK,98.4,82.93,0.24,28.02,0.94
NOG,60.21,98.12,1.82,36.76,2.82
NOK,72.26,59.93,1.08,13.16,1.51
NOMD,70.38,63.59,1.78,55.8,0.92
NORNQ,58.1,20.8,0.08,72.97,3.59
NOTV,93.4,46.42,1.59,61.04,0.78
NOV,43.48,21.46,1.17,65.28,1
NOVA,69.8,83.86,1.34,94.25,2.35
NOVC,39.09,93.68,1.39,30.88,2.67
NOVN,96.35,34.74,0.62,77.96,2.59
NOVT,91.97,50.6,1.94,67.36,3.88
NOW,12.3,38.48,1.24,19.4,2.84
NP,21.78,94.2,0.1,29.57,1.83
NPAB,66.01,32.65,1.36,59.65,0.46
NPAC,52.71,94.92,0.19,48.3,2.36
NPCE,23.82,70.36,0.27,60.47,3.08
NPK,69.77,80.73,0.13,25.44,2.9
NPO,94.62,82.01,0.19,97.54,1.79
NPSNY,47.84,25.02,1.6,34.87,0.1
NPTN,38.95,51.33,1.31,67.55,1.53
NPTX,78.01,98.94,1.95,52.98,2.5
NR,76.68,77.44,1.35,69.26,1.51
NRAC,46.98,75.3,0.46,94.3,0.88
NRBO,36.6,48.47,1.78,84.27,0.38
NRC,36.82,94.62,1.61,74.39,3.54
NREF,99.84,39.99,0.76,66.72,1.62
NRG,60.8,47.17,0.99,26,2.97
NRIM,56.65,55.23,0.28,36.35,3.42
NRIX,81.53,82.16,0.9,47.2,0.13
NRP,24.65,29.51,1.51,57.59,2.5
NRT,77.12,16.79,0.21,72.37,1.83
NRZ,51.67,81.43,1.5,32.74,2.92
NS,76.1,12.71,1.93,66.13,1.08
NSA,42,98.81,0.86,86.42,1.59
NSAL,57.93,53.27,0.94,23.15,1.7
NSC,18.64,24.26,0.25,27.86,1.73
NSEC,48.47,50.82,1.25,92,3.03
NSFDF,85.74,42.34,1.34,92.7,0.1
NSH,94.36,24.2,1.55,22.55,0.78
NSIT,78.73,76.92,1.91,56.36,0.98
NSP,21.91,70.5,1.5,46.39,2.5
NSPR,36.47,44.65,0.14,40.85,0.59
NSPX,62.34,51.41,1.79,99.37,0.39
NSRGY,87.22,19.15,1.67,25.27,1.73
NSSC,56.96,30.8,1.48,52.64,1.61
NSTB,47.2,54.05,0.89,80.7,0.52
NSTC,96.9,56.15,1.82,45.85,0.33
NSTD,13.18,92.36,0.41,62.71,2.76
NSTG,32.29,42.96,1.31,56.44,0.7
NSYS,17.1,87.92,0.87,66.27,0.53
NTAP,86.77,29.95,1.01,51.91,2.32
NTB,70.29,32.77,1.65,96.64,3.23
NTCO,76.45,89.28,1.15,47.59,3.4
NTCT,60.12,78.08,0.52,12.66,0.06
NTDOY,44.01,95.49,1.12,77.34,3.48
NTEC,74.11,21.26,1.68,35.04,2.26
NTES,77.75,76.04,0.8,34.4,3.38
NTGR,19.59,58.81,0.29,65.11,0.3
NTIC,58.31,56.24,0.01,77.82,3.54
NTIP,88.24,50.89,0.62,96.75,1.05
NTLA,69.47,59.06,0.88,26.18,0.29
NTNX,19.55,22.41,0.01,92.62,0.42
NTP,16.49,70.59,0.49,21.88,0.27
NTR,94.98,23.9,0.78,10.9,1.46
NTRA,22.81,68.26,0.47,85.57,3.09
NTRB,49.18,37.27,0.63,76.09,2.84
NTRS,69.79,29.36,1.88,95.35,1.43
NTRU,53.94,49.2,1.78,12.13,3.89
NTST,94.73,61.41,0.44,59.09,1.43
NTTYY,17.58,51.56,0.86,64.23,2.41
NTUS,25.35,25.53,0.85,85.83,0.88
NTWK,63.45,31.16,1.93,46.71,3.39
NTWO,24.5,92.59,0.36,16.02,0.94
NTZ,31.63,90.15,1.79,34.78,2.68
NUAN,80.35,64.29,0.68,75.18,0.5
NUE,54.69,97.66,1.34,89.13,0.58
NURO,73.44,50.27,0.78,10.42,0.78
NUS,85.32,57.25,1.33,65.26,1
NUVA,60.93,57.6,1.33,29.26,2.79
NUVB,58.81,52.11,1.2,76.43,0.94
NUWE,76.59,70.76,0.54,31.04,1.26
NUZE,54.74,81.8,1.57,17.88,1.47
NVAX,19.81,75.07,0.64,40.63,3.05
NVCN,18.6,98.93,0.98,30.62,1.77
NVCR,10.21,95.39,0.27,77.86,1.93
NVDA,53.82,72.68,1.4,40.58,3.73
NVEC,38.11,12.05,0.07,82.36,3.84
NVEE,37.97,71.91,0.53,48.13,3.14
NVFY,84.66,42.25,0.45,25.68,0.72
NVGS,90.76,16.22,0.42,30.89,2.96
NVIV,74.68,99.21,1.87,38.22,2.95
NVMI,42.71,22.57,0.95,50.95,4
NVO,13.36,93.27,0.73,38.03,1.33
NVOS,83.6,72.33,1.96,19.41,2.29
NVR,67.04,33.12,1.32,20.87,3.28
NVRO,59.97,60.43,1.86,81.69,0.74
NVS,60.44,64.86,1.38,37.62,1.41
NVSA,72.67,12.77,0.45,38.63,0.11
NVST,54.53,18.41,0.37,14.88,0.35
NVT,91.88,63.69,0.35,97.78,1.88
NVTA,89.32,39.49,0,79.39,1.3
NVVE,94.19,90.23,0.54,38.49,0.34
NWARF,81.51,87.16,0.28,23.01,0.97
NWBI,32.07,53.54,0.28,65.57,2.89
NWBO,25.72,17.33,1.98,90.88,2.45
NWE,10,19.66,1.12,30.57,2.09
NWFL,69.3,78.85,1.52,92.95,3.94
NWG,71.27,58.43,1.5,30.29,1.82
NWHM,63.22,70.7,0.03,22.21,2.98
NWL,43.31,16.87,0.01,40.89,3.42
NWLI,89.29,97.71,0.55,90.45,0.64
NWN,52,54.61,1.45,62.31,1.76
NWPX,25.91,84.77,1.2,33.09,3.36
NWS,70.34,55.4,0.21,58.36,2.22
NWSA,97.74,63.84,0.71,19.58,2.91
NX,17.51,55.04,0.23,38.99,1.58
NXE,51.51,48.89,1.97,81.14,2.73
NXGN,18.03,51.63,1.71,79.07,2.09
NXPI,55.43,70.82,0.4,28.51,2.79
NXRT,44.35,28.51,0.21,57.83,3.14
NXST,73.49,68.57,0.93,16.25,1.39
NXTC,28.83,62.04,1.51,69.54,0.5
NXTD,42.28,57.2,0.67,43.16,0.38
NXU,73.7,14.93,0.79,95.86,2.53
NYC,16.06,54.89,1.01,86.94,0.62
NYCB,92.08,37.31,1.67,78.7,3.34
NYMT,76.93,42.77,0.08,98.32,0.15
NYMX,51.14,51.05,1.11,41.32,3.93
NYT,37.06,74.88,0.84,31.22,2.13
O,83.33,13.86,0.71,70.31,1.36
OACA,38.19,74.06,0.82,96.79,3.24
OACB,60.27,57.8,1.63,23.58,2.16
OACC,87.18,97.7,1.24,41.35,1.28
OAS,72.68,83.82,0.82,64.4,2.57
OBAS,37.37,16.11,1.24,61.72,0.91
OBCI,12.5,23.33,0.89,92.5,2.88
OBELF,97.52,52.97,0.21,85.95,0.67
OBLG,16.69,24.54,1.34,86.25,4
OBLN,27.33,38.01,0.74,63.92,1.33
OBNK,66.85,25.39,0.4,78.34,1.97
OBSV,56.48,60.97,0.76,40.19,0.02
OBTX,53.55,88.18,1.92,42.37,2.16
OC,43.94,45.59,1.3,91.27,2.28
OCA,54.17,29.73,0.33,98.98,2.5
OCAX,95.67,41.39,1.05,32.85,0.78
OCC,84.14,22.35,0.64,55.57,3.07
OCCI,68.17,18.32,0.53,34.64,0.05
OCDX,48.06,51,0.37,55.42,1.55
OCFC,26.51,16.56,0.44,79.28,1.63
OCFT,59.9,40.18,0.53,37.62,3.06
OCG,15.25,28.12,1.42,42.27,1.95
OCGN,18.06,87.22,1.49,94.22,2.97
OCN,61.1,91.67,0.33,97.7,3.12
OCSL,71.04,85.63,0.2,88.89,3.34
OCUL,39.43,20.04,0.36,32,0.44
OCUP,96.33,17.3,0.79,50.79,1.03
OCX,11.94,89.76,0.05,20.02,3.15
ODAC,43.51,31.15,0.63,65.82,3.82
ODC,55.35,70.85,0.89,11.89,3.45
ODFL,12.95,73.12,1.71,24.14,0.57
ODP,69.37,87.09,1.2,84.15,3.86
ODT,38.43,64.36,0.8,47.26,0.95
ODYY,63.06,86.35,0.51,40.72,0.9
OEC,93,57.89,1.9,99.2,1.48
OEG,57.72,26.42,1.52,36.52,3.96
OEPW,17.9,59.63,1.44,67.07,2.1
OESX,90.42,97.35,1.82,38.81,3.48
OFC,38.6,20.2,0.15,86.38,2.57
OFED,27.43,56,1.04,43.58,4
OFG,23.41,66.68,0.99,47.19,0.43
OFIX,18.41,49.74,1.81,97.86,3.44
OFLX,23.34,12.39,1.43,70.54,2.29
OFS,86.48,45.79,0.09,74.51,3.23
OG,27.93,65.5,0.11,91.2,3.63
OGE,27.99,55.22,1.21,77.24,0.21
OGEN,97.42,56.86,1.18,61.04,0.79
OGI,49.19,17.65,0.76,61.76,1.58
OGS,60.07,92.86,0.98,58.03,2.97
OHI,39.17,77.04,1.38,39.62,0.53
OHPA,66.51,54.36,0.92,15.6,2.75
OI,91.67,24.53,1.75,73.22,2.55
OIBRQ,52.25,79.53,0.19,80.91,2.08
OII,90.77,98.96,1.95,64.49,3.69
OIIM,47.61,51.77,1.19,50.25,2.18
OIS,14.91,95.99,0.82,19.8,3.35
OKE,41.6,88.85,1.94,83.88,0.01
OKTA,44.42,90.47,0.46,94.46,3.07
OLB,51.25,27.82,1.02,65.67,2.45
OLED,80.99,13.14,0.15,44.91,1.9
OLK,26.2,33.97,1.14,58.61,2.34
OLLI,80.38,21.9,1.7,56.59,3.17
OLMA,47.58,70.75,0.09,38.49,3.87
OLN,43.07,46.57,1.47,36.39,1.18
OLO,58.45,55.45,1.75,78.88,2.47
OLP,95.54,79.67,1.31,42.89,1.22
OM,73.1,84.49,1.5,34.96,2.35
OMAB,33.42,99.03,1.01,71.67,3.74
OMC,30.42,69.32,0.11,24.45,2.46
OMCL,74.6,23.89,1.35,32.56,3.69
OMEG,78,36.65,0.48,21.77,1.33
OMER,29.53,22.18,0.34,44.4,2.01
OMEX,70.22,62.62,0.78,81.8,2.37
OMF,96.66,70.45,1.22,75.22,3.39
OMI,21.3,60.69,0.13,70.99,1.34
OMIC,75.14,99.02,0.1,86.03,1.51
OMP,66.77,59,1.91,28.07,3.17
ON,32.68,10.04,1.6,55.79,1.25
ONB,61.28,58.15,0.09,77.34,3.77
ONCR,58.8,50.43,0.6,90.11,2.51
ONCS,64.44,86.13,1.48,33.23,2.54
ONCT,57.05,68.94,0.61,20.33,1.43
ONCY,34.68,72.52,0.81,82.38,2.9
ONDS,49.91,77.31,0.01,93.58,1.81
ONE,93.14,39.23,0.3,48.03,2.82
ONEM,21.89,92.01,1.49,47.9,3.17
ONEW,19.86,90.91,1.54,15.03,2.91
ONS,19.05,19.82,1.09,65.55,2.04
ONTF,44.62,64.1,0.64,50.29,0.32
ONTO,35.46,29.73,0.07,27.14,3.02
ONTX,92.43,23.81,0.97,47.01,3.34
ONVO,21.85,13.2,1.73,63.82,3.08
OOMA,90.04,33.85,1.6,40.21,3.34
OPA,87.93,14.41,0.74,80.47,0.8
OPBK,11.33,24.94,0.23,30.35,0.53
OPCH,94.4,69.39,0.8,41.6,1
OPEN,73.81,28.66,1.9,40.68,3.99
OPGN,50.12,49.68,0.4,50.85,1.22
OPHC,70.73,44.44,1.04,75.83,0.88
OPI,26.38,92.44,0.88,32.35,0.44
OPK,88.24,31.38,1.42,60.04,2.26
OPNT,40.93,53.62,0.77,15.48,0.5
OPOF,96.74,20.31,0.15,90.23,3.15
OPOT,57.77,30.03,0.39,79.58,1.27
OPRA,26.65,60.7,0.26,57.36,2.61
OPRT,61.95,96.83,0.99,41.01,1.58
OPRX,61.83,63.91,1.86,46.76,3.6
OPT,73.3,34.53,1.9,34.13,0.81
OPTN,84.45,13.2,0.89,39.91,3.97
OPTT,30.29,40.32,0.53,32.27,0.01
OPY,96.47,56.13,1.34,22.76,2.2
OR,15.7,49.52,1,52.16,0.29
ORA,16.77,46.33,0.31,16.41,2.85
ORAN,65.99,20.12,0.73,14.72,2.31
ORBC,56.83,74.58,1.06,36.73,0.95
ORC,50.11,40.75,1.21,88.36,3.14
ORCC,48.05,63.65,0.11,13.67,0.81
ORCL,26.58,32.04,1,54.11,0.86
ORGO,96.19,73.74,1.47,14.13,0.12
ORGS,93.04,61.92,0.54,50.13,3.11
ORI,19.57,99.01,0.21,50.45,3.59
ORIA,86.59,20.23,1.11,62.66,3.74
ORIC,39.7,39.42,0.92,76.11,1.15
ORLA,78.98,70.88,0.32,40.4,1.39
ORLY,16.63,92.97,1.69,67.03,1.17
ORMP,22.42,26.3,0.59,29.45,2.32
ORN,34.73,45.51,0.26,31.56,1.72
ORPH,97.54,48.88,0.07,27.87,3.04
ORRF,81.56,81.36,1.77,84.25,2.05
ORTX,57.92,11.38,1.86,36.7,0.35
OSAA,80.09,92.3,0.86,88.75,0.98
OSBC,84.98,21.65,1.28,78.21,0.25
OSCR,93.39,99.99,0.16,24.92,0.02
OSG,83.87,35.88,0,84.62,0.01
OSH,68.84,90.21,0.6,33.94,2.48
OSI,99.85,35.51,0.86,90.94,0.32
OSIS,38.72,59.12,0.81,39.87,3.09
OSK,99.23,43.59,1.6,75.91,2.25
OSMT,97.11,83.33,0.09,54.72,2.76
OSN,73.14,42.46,1.01,60.93,0.92
OSPN,99.21,57.22,1.7,47.45,3.65
OSS,51.29,54.05,0.84,34.01,2.95
OST,32.92,46.3,1.76,39.09,1.93
OSTK,30.38,50.63,1.59,33.31,0.91
OSTR,34.42,98.6,0.86,91.37,3.75
OSUR,81.38,54.32,0.44,83.49,0.98
OSW,48.82,25.82,0,54.4,0.77
OTEC,43.96,97.85,1.41,18.85,1.09
OTEL,66.84,98.97,1.9,64.48,3.1
OTEX,52.48,79.01,1.67,15.52,1.61
OTGLF,22.51,70.35,1.84,61.51,1.45
OTIC,60.37,71.72,1.72,20.23,2.49
OTII,89.95,11.57,1.57,21.5,0.59
OTIS,50.7,29.83,1.76,47.02,0.99
OTIVF,87.46,14.05,0.64,28.83,1.22
OTLC,35.76,60.58,1.62,40.39,1.41
OTLK,55.11,21.47,0.03,36.41,2.28
OTLY,98.1,47.59,0.43,24.07,0.4
OTRA,26.94,28.69,1.85,62.9,0.56
OTRK,23.05,91.1,0.27,99.39,0.74
OTTR,94.94,71.19,0.54,59.37,1.65
OTTW,47.97,65.61,0.72,99.74,1.05
OUST,37.19,31.68,0.97,16.68,3.1
OUT,12.7,40.2,1.87,39.19,1.35
OUTR,59.29,37.41,1.13,96.6,0.55
OVBC,45.86,81.69,0.87,58.55,3.52
OVID,28.52,64.28,1.25,85.91,0.81
OVLY,77.13,37.88,0.11,89.11,3.23
OVTZ,63.52,66.31,1.18,41.53,3.26
OVV,59.17,25.2,0.14,15.63,2.4
OWCP,48.27,19.56,1.64,66.2,1.7
OXBR,71.76,16.81,0.66,77.11,2.3
OXM,64.12,44.76,0.43,13.47,3.74
OXSQ,48.91,52.92,1.17,87.23,0.23
OXY,12.29,26.62,0.35,37.71,1.21
OYST,91.39,54.1,1.53,88.05,2.22
OZK,70.22,92.38,0.32,19.44,3.23
OZON,39.14,28.01,1.25,39.66,0.47
PAA,36.07,73.49,1.42,29.86,0.49
PAAS,86.93,93.36,1.49,35.25,0.07
PAC,14.66,14.31,0.56,94.44,2.56
PACB,15.03,64.86,1.09,30.79,0.45
PACE,86.09,30.07,0.82,88.45,2.98
PACK,60.08,76.82,0.24,67.69,2.2
PACW,85.85,62.3,0.61,70.22,2.04
PACX,40.31,38.58,1.4,98.93,3.96
PAE,15.16,64.42,0.11,52.32,0.54
PAG,83.58,27.11,0.63,70.47,1.36
PAGP,52.96,72.86,0.54,23.58,0.29
PAGS,79.88,91.4,1.11,47.71,3.07
PAHC,33.79,74.2,0.2,42.65,0.56
PAIC,96.54,30.16,1.9,87.01,0.62
PALI,81.23,50.2,0.23,96.62,3.19
PALT,19.89,24.56,0.45,25.2,1.54
PAM,98.66,29.42,1.44,64.82,3.09
PANA,52.42,38.71,1.29,88.7,1.32
PANL,68.29,25.98,1,13.55,3.65
PANW,89.33,45.45,0.76,78.69,0.13
PAQC,80.28,85.26,0.76,22.68,0.14
PAR,93.32,30.48,0.45,49.31,0.9
PARD,90.87,26.17,1.8,80.17,2.19
PARNF,40.3,57.51,1.18,91.11,1.09
PARR,42.31,20.43,0.12,28.8,1.87
PASG,76.88,35.77,0.9,23.22,1.63
PATH,75.01,98.73,1.69,33.22,0.16
PATI,67.11,32.83,0.03,44.93,1.98
PATK,47.43,77.5,0.43,76.23,3.33
PAVM,99.91,87.65,1.48,39.75,2.84
PAX,61.71,90.96,0.6,92.97,3.05
PAY,64.64,70.3,1.31,26.91,0.04
PAYA,29.29,39.48,1.83,94.63,3.2
PAYC,18.09,32.29,1.52,22.88,1.86
PAYS,90.91,82.06,1.18,27.04,3.89
PAYX,11.9,90.02,0.25,27.78,1.34
PB,77.17,83.81,0.71,25.11,0.06
PBA,25.61,35.98,0.96,79.74,3.97
PBCT,48.36,83.81,0.39,74.34,1.26
PBF,55.59,91.77,0.34,77.22,3.27
PBFS,76.7,41.64,1.68,88.17,3.93
PBFX,64.66,86.8,0.18,75.86,3.93
PBH,94.05,58.86,1.66,62.16,3
PBHC,22.31,54.32,0.04,57.72,0.9
PBI,23.82,42.95,0.4,64.69,1.69
PBIO,82.37,11.58,0.26,25.64,3.72
PBIP,42.06,95.12,0.62,91.42,2.81
PBLA,38.27,70.51,1.4,84.72,2.23
PBLT,53.94,44.75,1.18,59.94,2.7
PBPB,79.02,81.52,0.87,98.54,3.47
PBR,49.35,77.64,1.61,12.29,3.41
PBR.A,99.8,28.9,1.6,54.87,2.97
PBRM,31.71,68.16,0.57,42.49,1.16
PBSV,53.65,32.84,0.58,23.41,2.25
